"No.","Time","Source","Destination","Protocol","Length","Port","Info"
"450","9.439664","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=452969 Ack=14385 Win=6826 Len=1448 TSval=1776280807 TSecr=1644747961"
"451","9.439688","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=454417 Ack=14385 Win=6826 Len=1448 TSval=1776280807 TSecr=1644747961"
"452","9.439718","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=455865 Ack=14385 Win=6826 Len=1448 TSval=1776280807 TSecr=1644747961"
"453","9.440085","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=18353 Ack=457313 Win=28820 Len=0 TSval=1644748024 TSecr=1776280807"
"454","9.449841","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=457313 Ack=14385 Win=6826 Len=1448 TSval=1776280807 TSecr=1644747961"
"455","9.450194","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=458761 Ack=14385 Win=6826 Len=1448 TSval=1776280807 TSecr=1644747961"
"456","9.450216","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=460209 Ack=14385 Win=6826 Len=1448 TSval=1776280807 TSecr=1644747961"
"457","9.450232","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=461657 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"458","9.450242","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=463105 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"459","9.450270","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=464553 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"460","9.450282","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=466001 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"461","9.450291","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=467449 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"462","9.450306","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=468897 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"463","9.450314","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=470345 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"464","9.450321","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=471793 Ack=14385 Win=6826 Len=1448 TSval=1776280814 TSecr=1644747971"
"465","9.450329","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=473241 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"466","9.450335","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=474689 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"467","9.450353","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=476137 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"468","9.450370","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 13 "
"469","9.450379","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","CCCH LOAD INDication "
"470","9.450956","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=18353 Ack=461657 Win=28992 Len=0 TSval=1644748035 TSecr=1776280807"
"471","9.451053","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=18353 Ack=480481 Win=28832 Len=0 TSval=1644748035 TSecr=1776280814"
"472","9.456278","192.168.0.3","10.0.0.101","TCP","1514","35644,5000","35644  >  5000 [ACK] Seq=18353 Ack=480481 Win=29004 Len=1448 TSval=1644748040 TSecr=1776280814"
"473","9.460362","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=480481 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"474","9.460376","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=481929 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"475","9.460389","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=483377 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"476","9.460491","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=19801 Ack=484825 Win=28980 Len=0 TSval=1644748045 TSecr=1776280815"
"477","9.460564","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=484825 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"478","9.460583","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 0 "
"479","9.460591","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=487721 Ack=14385 Win=6826 Len=1448 TSval=1776280815 TSecr=1644747972"
"480","9.460598","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","IMMEDIATE ASSIGN COMMAND (CCCH) (SM) "
"481","9.460608","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=490617 Ack=14385 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"482","9.460615","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=492065 Ack=14385 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"483","9.460637","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=493513 Ack=14385 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"484","9.460649","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","BCCH INFOrmation "
"485","9.460657","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=496409 Ack=14385 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"486","9.460667","10.0.0.101","192.168.0.3","SCCP (Int. ITU)","1514","5000,35644","Unknown: 35 "
"487","9.460674","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=499305 Ack=14385 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"488","9.460770","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","PHYsical CONTEXT CONFirm "
"489","9.460789","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=502201 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"490","9.460815","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=19801 Ack=500753 Win=28884 Len=0 TSval=1644748045 TSecr=1776280815"
"491","9.460857","192.168.0.3","10.0.0.101","RSL","480","35644,5000","MEASurement RESult "
"492","9.470760","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=503649 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"493","9.470789","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=505097 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"494","9.470796","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=506545 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"495","9.470809","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","DATA INDication (DTAP) (Unknown) "
"496","9.470833","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=509441 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"497","9.470849","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=510889 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"498","9.470875","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=512337 Ack=15457 Win=6826 Len=1448 TSval=1776280825 TSecr=1644747982"
"499","9.470897","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=20215 Ack=507993 Win=28980 Len=0 TSval=1644748055 TSecr=1776280825"
"500","9.470902","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=513785 Ack=15457 Win=6826 Len=1448 TSval=1776280836 TSecr=1644747992"
"501","9.470910","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=20215 Ack=510889 Win=28956 Len=0 TSval=1644748055 TSecr=1776280825"
"502","9.470937","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=515233 Ack=15457 Win=6826 Len=1448 TSval=1776280836 TSecr=1644747992"
"503","9.470954","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","CHANnel ACTIVation "
"504","9.470963","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 32 "
"505","9.470993","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=20215 Ack=515233 Win=28920 Len=0 TSval=1644748055 TSecr=1776280825"
"506","9.471024","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=519577 Ack=15457 Win=6826 Len=1448 TSval=1776280836 TSecr=1644747993"
"507","9.471045","10.0.0.101","192.168.0.3","TCP","784","5000,35644","5000  >  35644 [PSH, ACK] Seq=521025 Ack=15457 Win=6826 Len=718 TSval=1776280836 TSecr=1644747993"
"508","9.471054","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=20215 Ack=519577 Win=28884 Len=0 TSval=1644748055 TSecr=1776280836"
"509","9.471054","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access HANDOover CANDidate ENQuiry "
"510","9.471075","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=523191 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"511","9.471090","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=524639 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"512","9.471567","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=20215 Ack=526087 Win=28824 Len=0 TSval=1644748056 TSecr=1776280836"
"513","9.475959","192.168.0.3","10.0.0.101","RSL","1514","35644,5000","CHANnel ReQuireD "
"514","9.481208","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=526087 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"515","9.481229","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 78 "
"516","9.481239","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=528983 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"517","9.481249","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=530431 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"518","9.481257","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=531879 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"519","9.481264","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=533327 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"520","9.481294","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=534775 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"521","9.481322","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=536223 Ack=16905 Win=6826 Len=1448 TSval=1776280836 TSecr=1644748000"
"522","9.481328","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=533327 Win=28952 Len=0 TSval=1644748066 TSecr=1776280836"
"523","9.481361","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=537671 Ack=16905 Win=6826 Len=1448 TSval=1776280846 TSecr=1644748000"
"524","9.481375","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=539119 Ack=16905 Win=6826 Len=1448 TSval=1776280846 TSecr=1644748000"
"525","9.481392","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=537671 Win=28916 Len=0 TSval=1644748066 TSecr=1776280836"
"526","9.481405","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=540567 Ack=16905 Win=6826 Len=1448 TSval=1776280846 TSecr=1644748000"
"527","9.481435","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=540567 Win=28892 Len=0 TSval=1644748066 TSecr=1776280846"
"528","9.481436","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=542015 Ack=16905 Win=6826 Len=1448 TSval=1776280846 TSecr=1644748003"
"529","9.481460","10.0.0.101","192.168.0.3","SCCP (Int. ITU)","1514","5000,35644","Unknown: 59 "
"530","9.481470","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=544911 Ack=16905 Win=6826 Len=1448 TSval=1776280846 TSecr=1644748003"
"531","9.481489","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=546359 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"532","9.481506","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=543463 Win=29004 Len=0 TSval=1644748066 TSecr=1776280846"
"533","9.481529","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=547807 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"534","9.482263","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=549255 Win=28956 Len=0 TSval=1644748066 TSecr=1776280846"
"535","9.491658","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=549255 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"536","9.491676","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=550703 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"537","9.491685","10.0.0.101","192.168.0.3","IPA","1514","5000,35644","OSMO EXT unknown 0x4c "
"538","9.491698","10.0.0.101","192.168.0.3","OML","1514","5000,35644","OML "
"539","9.491706","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=555047 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"540","9.491714","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=556495 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"541","9.491737","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","RELease INDication "
"542","9.491759","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=555047 Win=28968 Len=0 TSval=1644748076 TSecr=1776280857"
"543","9.491763","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=559391 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"544","9.491780","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=557943 Win=28944 Len=0 TSval=1644748076 TSecr=1776280857"
"545","9.491797","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","DELETE INDication (CCCH) (RR) "
"546","9.491830","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=562287 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"547","9.491845","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=563735 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"548","9.491875","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access MEASurement PREPROCessing DeFauLT "
"549","9.491892","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=566631 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"550","9.491906","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=562287 Win=28908 Len=0 TSval=1644748076 TSecr=1776280857"
"551","9.491923","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=568079 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"552","9.491942","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=569527 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"553","9.491951","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=570975 Ack=18353 Win=6826 Len=1448 TSval=1776280857 TSecr=1644748021"
"554","9.491989","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=568079 Win=28856 Len=0 TSval=1644748076 TSecr=1776280857"
"555","9.492950","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=572423 Win=28820 Len=0 TSval=1644748077 TSecr=1776280857"
"556","9.502054","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=572423 Ack=18353 Win=6826 Len=1448 TSval=1776280867 TSecr=1644748021"
"557","9.502071","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=573871 Ack=18353 Win=6826 Len=1448 TSval=1776280867 TSecr=1644748021"
"558","9.502110","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=575319 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"559","9.502127","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=576767 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"560","9.502153","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=575319 Win=28992 Len=0 TSval=1644748086 TSecr=1776280867"
"561","9.502205","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=578215 Win=28968 Len=0 TSval=1644748086 TSecr=1776280879"
"562","9.502214","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=578215 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"563","9.502230","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=579663 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"564","9.502257","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=581111 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"565","9.502268","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=582559 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"566","9.502284","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=584007 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"567","9.502314","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=21663 Ack=581111 Win=28992 Len=0 TSval=1644748087 TSecr=1776280879"
"568","9.502366","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=585455 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"569","9.502381","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=586903 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"570","9.502395","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=588351 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"571","9.502404","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=589799 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"572","9.502415","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=591247 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"573","9.502425","10.0.0.101","192.168.0.3","SCCP (Int. ITU)","1514","5000,35644","Unknown: 33 "
"574","9.502433","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=594143 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"575","9.502637","192.168.0.3","10.0.0.101","RSL","1514","35644,5000","PHYsical CONTEXT REQuest "
"576","9.512492","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=595591 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"577","9.512508","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=597039 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"578","9.512521","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=598487 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"579","9.512536","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=599935 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"580","9.512557","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=601383 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"581","9.512591","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=602831 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"582","9.512593","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=598487 Win=28992 Len=0 TSval=1644748097 TSecr=1776280879"
"583","9.512620","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=604279 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"584","9.512661","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=604279 Win=28944 Len=0 TSval=1644748097 TSecr=1776280879"
"585","9.512678","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=605727 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"586","9.512693","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=607175 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"587","9.512702","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=608623 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"588","9.512718","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=610071 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"589","9.512738","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=611519 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"590","9.512747","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=608623 Win=28908 Len=0 TSval=1644748097 TSecr=1776280879"
"591","9.512761","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=612967 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"592","9.512771","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=614415 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"593","9.512801","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=612967 Win=28872 Len=0 TSval=1644748097 TSecr=1776280879"
"594","9.512832","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=615863 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"595","9.512849","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=617311 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"596","9.512853","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=615863 Win=28848 Len=0 TSval=1644748097 TSecr=1776280879"
"597","9.513578","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=618759 Win=28824 Len=0 TSval=1644748098 TSecr=1776280879"
"598","9.522934","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=618759 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"599","9.522956","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=620207 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"600","9.522963","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=621655 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"601","9.522972","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=623103 Ack=19801 Win=6826 Len=1448 TSval=1776280879 TSecr=1644748040"
"602","9.523059","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=23111 Ack=623103 Win=28980 Len=0 TSval=1644748107 TSecr=1776280879"
"603","9.523139","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=624551 Ack=19801 Win=6826 Len=1448 TSval=1776280880 TSecr=1644748040"
"604","9.523155","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=625999 Ack=19801 Win=6826 Len=1448 TSval=1776280880 TSecr=1644748040"
